Title,Artist,Nationality,GenderMFU,DateAcquired
Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Engravings with Sounds: Sniffle,John Baldessari, American ,M,3/30/17
Engravings with Sounds: Snigger,John Baldessari, American ,M,3/30/17
Engravings with Sounds: Arg,John Baldessari, American ,M,3/30/17
Panorama Drive,Mary Weatherford, American ,F,3/30/17
Union Avenue,Mary Weatherford, American ,F,3/30/17
California,Mary Weatherford, American ,F,3/30/17
It Is Easy to Have Top Brand Gifts (È facile avere regali di gran marca),Ketty La Rocca, Italian ,F,3/30/17
Us and Those Who (Noi e chi ci),Ketty La Rocca, Italian ,F,3/30/17
Hauptstadt (Capital),Thomas Schütte, German ,M,3/30/17
Hauptstrasse (Main Street),Thomas Schütte, German ,M,3/30/17
Aquarellen (Watercolors),Thomas Schütte, German ,M,3/30/17
Kirschen (Cherries),Thomas Schütte, German ,M,3/30/17
Untitled (Cats in Bag),Christopher Wool, American ,M,3/30/17
Untitled (for Texte zur Kunst no. 15),Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
99/00,Christopher Wool, American ,M,3/30/17
My House I,Christopher Wool, American ,M,3/30/17
My House II,Christopher Wool, American ,M,3/30/17
My House III,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Four Short Stories,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Three Women I,Christopher Wool, American ,M,3/30/17
Three Women II,Christopher Wool, American ,M,3/30/17
Three Women III,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Psychopts,"Christopher Wool, Richard Hell"," American, American ",M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled (West Texas) (for Texte zur Kunst no. 75),Christopher Wool, American ,M,3/30/17
Untitled (Sonic Youth),Christopher Wool, American ,M,3/30/17
Untitled 1,Christopher Wool, American ,M,3/30/17
Untitled 2,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Untitled,Christopher Wool, American ,M,3/30/17
Teaser (Black Athlete Study #2),Benny Andrews, American ,M,3/30/17
The Ball Game (No More Games Study #7),Benny Andrews, American ,M,3/30/17
Black Athlete (No More Games Study #3),Benny Andrews, American ,M,3/30/17
No More Games (Study #2),Benny Andrews, American ,M,3/30/17
No More Games (Study #3),Benny Andrews, American ,M,3/30/17
No More Games (Study #5),Benny Andrews, American ,M,3/30/17
Black Athlete (Study #1),Benny Andrews, American ,M,3/30/17
No More Games (Study #1),Benny Andrews, American ,M,3/30/17
No More Games (Study #6),Benny Andrews, American ,M,3/30/17
Untitled,Laura Owens, American ,F,3/30/17
Untitled,Laura Owens, American ,F,3/30/17
Beauty View,Laura Owens, American ,F,3/30/17
Untitled,Laura Owens, American ,F,3/30/17
Untitled,Miguel-Ángel Cárdenas, Dutch ,M,3/30/17
Untitled,Miguel-Ángel Cárdenas, Dutch ,M,3/30/17
Float,Robert Breer, American ,M,3/30/17
Subjects,Donald Baechler, American ,M,3/30/17
Subjects,Donald Baechler, American ,M,3/30/17
Subjects,Donald Baechler, American ,M,3/30/17
Subjects,Donald Baechler, American ,M,3/30/17
Subjects,Donald Baechler, American ,M,3/30/17
Dick Bengtsson,Mamma Andersson, Swedish ,F,3/30/17
Blaise Cendrars: Gedichte I,Martin Assig, German ,M,3/30/17
Moby Dick,Peter Buggenhout, Belgian ,M,3/30/17
De Legende van Sint Julianus,Berlinde De Bruyckere, Belgian ,F,3/30/17
Barnteckningar och dikter pa anhalten före döden,Jockum Nordström, Swedish ,M,3/30/17
Be Bold with Bananas,Martin Parr, British ,M,3/30/17
Stardust,Jack Pierson, American ,M,3/30/17
Kinderbuch,Karin Sander, German ,F,3/30/17
Matthias Grünewald,Marcel van Eeden, Dutch ,M,3/30/17
Menschheitsdämmerung,Franz Erhard Walther, German ,M,3/30/17
Rome #4,Amy Sillman, American ,F,3/30/17
Rome #12,Amy Sillman, American ,F,3/30/17
Untitled,Amy Sillman, American ,F,3/30/17
Safe Conduct Epidermal (for Parkett no. 98),Ed Atkins, British ,M,3/30/17
Soul Bowl (for Parkett no. 98),Theaster Gates, American ,M,3/30/17
Upon (for Parkett no. 98),Lee Kit, Chinese ,M,3/30/17
Bubble 1 - Bubble 6 (for Parkett no. 98),Mika Rottenberg, Israeli ,F,3/30/17
Rumba 1: Incubator (for Parkett no. 99),Cao Fei, Chinese ,F,3/30/17
White Male Selfies (for Parkett no. 99),Omer Fast, Israeli ,M,3/30/17
The Lidless Eye (for Parkett no. 99),Adrian Ghenie, Romanian ,M,3/30/17
Red Kite (for Parkett no. 99),Lynette Yiadom-Boakye, British ,F,3/30/17
Untitled,Pat Passlof, American ,F,3/30/17
Figure in the Garden,Katharina Fritsch, German ,F,3/30/17
Figure in the Garden,Katharina Fritsch, German ,F,3/30/17
Figure in the Garden,Katharina Fritsch, German ,F,3/30/17
Figure in the Garden,Katharina Fritsch, German ,F,3/30/17
Figure in the Garden,Katharina Fritsch, German ,F,3/30/17
Figure in the Garden,Katharina Fritsch, German ,F,3/30/17
Figure in the Garden,Katharina Fritsch, German ,F,3/30/17
Figure in the Garden,Katharina Fritsch, German ,F,3/30/17
Untitled from Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Untitled from Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Untitled from Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Untitled from Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Untitled from Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Untitled from Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Untitled from Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Untitled from Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Untitled from Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Untitled from Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Untitled from Labyrismen,Constant (Constant Anton Nieuwenhuys), Dutch ,M,3/30/17
Parkett no. 98,"Various Artists, Ed Atkins, Theaster Gates, Lee Kit, Mika Rottenberg","British, American, Chinese, Israeli ",F,3/30/17
Parkett no. 99,"Various Artists, Cao Fei, Omer Fast, Adrian Ghenie, Lynette Yiadom-Boakye","Chinese, Israeli, Romanian, British ",F,3/30/17
Untitled from an untitled portfolio,Christopher Wool, American ,M,3/30/17
Untitled from an untitled portfolio,Christopher Wool, American ,M,3/30/17
Untitled from an untitled portfolio,Christopher Wool, American ,M,3/30/17
Untitled from an untitled portfolio,Christopher Wool, American ,M,3/30/17
Untitled from an untitled portfolio,Christopher Wool, American ,M,3/30/17
Untitled from an untitled portfolio,Christopher Wool, American ,M,3/30/17
Obligation 1,Lionel Maunz, American ,M,3/30/17
Obligation 2,Lionel Maunz, American ,M,3/30/17
Obligation 3,Lionel Maunz, American ,M,3/30/17
Draw This Now,Marie Losier, French ,F,5/3/17
Lunch Break on the Xerox Machine,Marie Losier, French ,F,5/3/17
"Bird, Bath and Beyond",Marie Losier, French ,F,5/3/17
Electrocute Your Stars,Marie Losier, French ,F,5/3/17
The Ontological Cowboy,Marie Losier, French ,F,5/3/17
Flying Saucey,Marie Losier, French ,F,5/3/17
Tony Conrad: Dream Minimalist,Marie Losier, French ,F,5/3/17
"Bonjour NY, Hello Happiness",Marie Losier, French ,F,5/3/17
The Touch Retouched,Marie Losier, French ,F,5/3/17
Eat my Makeup!,Marie Losier, French ,F,5/3/17
Manuelle Labor,Marie Losier, French ,F,5/3/17
Papal Broken-Dance,Marie Losier, French ,F,5/3/17
Cet Air La,Marie Losier, French ,F,5/3/17
Slap the Gondola,Marie Losier, French ,F,5/3/17
The Ballad of Genesis and Lady Jaye,Marie Losier, French ,F,5/3/17
"Byun, Objet Trouvé",Marie Losier, French ,F,5/3/17
"Peaches and Jesper are on a boat, who stays afloat?",Marie Losier, French ,F,5/3/17
"Alan Vega, Just a Million Dreams",Marie Losier, French ,F,5/3/17
"Bim Bam Boom, Las Luchas Morenas",Marie Losier, French ,F,5/3/17
L'Oiseau de la Nuit,Marie Losier, French ,F,5/3/17
Too Sensitive To Touch,Michael Oblowitz, South African ,M,5/3/17
South Africa – Documentary Footage,Michael Oblowitz, South African ,M,5/3/17
Empire State Building,Michael Oblowitz, South African ,M,5/3/17
Atlantic City,Michael Oblowitz, South African ,M,5/3/17
Snow,Michael Oblowitz, South African ,M,5/3/17
Form + Ideology,Michael Oblowitz, South African ,M,5/3/17
Long Words,Michael Oblowitz, South African ,M,5/3/17
Tina,Michael Oblowitz, South African ,M,5/3/17
Comparison,Michael Oblowitz, South African ,M,5/3/17
Chance Deliberation Chance,Michael Oblowitz, South African ,M,5/3/17
Kodachrome Drive,Michael Oblowitz, South African ,M,5/3/17
Ontological Surgery,Michael Oblowitz, South African ,M,5/3/17
3 Views,Michael Oblowitz, South African ,M,5/3/17
Untitled (Three Films),Michael Oblowitz, South African ,M,5/3/17
Araya,Margot Benacerraf, Venezuelan ,F,5/3/17
The Film Reporter,,,M,5/3/17
911 coupé,"F.A. ""Butzi"" Porsche", German ,M,5/15/17
[title in Russian],Unknown Designer, Russian ,U,5/15/17
[title in Russian],Unknown Designer, Russian ,U,5/15/17
[title in Russian],Unknown Designer, Russian ,U,5/15/17
[title in Russian],Unknown Designer, Russian ,U,5/15/17
[title in Russian],Unknown Designer, Russian ,U,5/15/17
[title in Russian],Unknown Designer, Russian ,U,5/15/17
[title in Russian],Unknown Designer, Russian ,U,5/15/17
"Casa Devalle, Turin, Italy",Carlo Mollino, Italian ,M,5/15/17
500f city car,Dante Giacosa, Italian ,M,5/15/17
ID-S standing lamp,Ettore Sottsass, Italian ,M,5/15/17
Optos lighting system,Ettore Sottsass, Italian ,M,5/15/17
Optos lighting system,Ettore Sottsass, Italian ,M,5/15/17
Refugee Flag,"Refugee Nation, Yara Said",,U,5/15/17
The Fundamental Acts,"Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli"," Italian, Italian, Italian, Italian, Italian, Italian, Italian ",U,5/15/17
Muralnomad Tapestry ‘Les Musiciennes’,Le Corbusier (Charles-Édouard Jeanneret), French ,M,5/15/17
Legacy (From the series Homage to Luis Barragán),Martirene Alcántara, Mexican ,F,5/15/17
Conversation (From the series Homage to Luis Barragán),Martirene Alcántara, Mexican ,F,5/15/17
Eukleides (From the series Homage to Luis Barragán),Martirene Alcántara, Mexican ,F,5/15/17
Speculum (From the series Homage to Luis Barragán),Martirene Alcántara, Mexican ,F,5/15/17
"The Continuous Monument: New York, project","Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli"," Italian, Italian, Italian, Italian, Italian, Italian, Italian ",U,5/15/17
Fundamental Acts: Love,"Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli"," Italian, Italian, Italian, Italian, Italian, Italian, Italian ",U,5/15/17
Fundamental Acts: Death,"Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli"," Italian, Italian, Italian, Italian, Italian, Italian, Italian ",U,5/15/17
Fundamental Acts: Education,"Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli"," Italian, Italian, Italian, Italian, Italian, Italian, Italian ",U,5/15/17
Unfinished Spaces,"Alysa Nahmias, Benjamin Murray"," American, American ",F,5/15/17
"Casa Devalle, Turin, Italy",Carlo Mollino, Italian ,M,5/15/17
"Casa Devalle, Turin, Italy",Carlo Mollino, Italian ,M,5/15/17
"Casa Devalle, Turin, Italy",Carlo Mollino, Italian ,M,5/15/17
"Casa Devalle, Turin, Italy",Carlo Mollino, Italian ,M,5/15/17
"Casa Devalle, Turin, Italy",Carlo Mollino, Italian ,M,5/15/17
"Casa Devalle, Turin, Italy",Carlo Mollino, Italian ,M,5/15/17
"Casa Devalle, Turin, Italy",Carlo Mollino, Italian ,M,5/15/17
"Casa Devalle, Turin, Italy",Carlo Mollino, Italian ,M,5/15/17
"Casa Devalle, Turin, Italy",Carlo Mollino, Italian ,M,5/15/17
Untitled,Naomi Savage, American ,F,5/18/17
Untitled (lights reflected in water),Naomi Savage, American ,F,5/18/17
Fluid Light--Winds between the Worlds,Carlotta Corpron, American ,F,5/18/17
"Fluid Light Design, Fluid Rhythm",Carlotta Corpron, American ,F,5/18/17
Untitled,Otto Stupakoff, Brazilian ,M,5/18/17
Chips #1,Valérie Belin, French ,F,5/18/17
Chips #2,Valérie Belin, French ,F,5/18/17
Chips #5,Valérie Belin, French ,F,5/18/17
Landscape/ Loftscape #14,Marcia Resnick, American ,F,5/18/17
Landscape/ Loftscape #15,Marcia Resnick, American ,F,5/18/17
"Forester’s Child, Westerwald",August Sander, German ,M,5/18/17
Rome. Arc de Septime Sévère et Lion du Capitole,Joseph-Philibert Girault de Prangey, French ,M,5/18/17
A Ground (0083),Paul Mpagi Sepuya, American ,M,5/18/17
A Sitting for Matthew,Paul Mpagi Sepuya, American ,M,5/18/17
Mirror Study (4R2A0857),Paul Mpagi Sepuya, American ,M,5/18/17
Mirror Ground Study (\1990600),Paul Mpagi Sepuya, American ,M,5/18/17
"High-relief # 1: Doctors. A mother with a child patient (Nadiya A. Shirinskaya, b. 1924 and Alisa A. Ivanova, b. 1954), a doctor (Nina P. Povarushkina, b. 1926), and a pediatric nurse (Nadezhda M. Smolina, b.1920)",Liisa Roberts, American ,F,5/18/17
Untitled,Valérie Belin, French ,F,5/18/17
Michael Jackson #1,Valérie Belin, French ,F,5/18/17
Ameryka,KwieKulik, Polish ,U,5/18/17
The Splendor of Myself II,Zofia Kulik, Polish ,F,5/18/17
"High-relief # 2: Collective farmers. A dairymaid (Taisiya P. Zhunina, b. 1931) a henwife and a horsegroom",Liisa Roberts, American ,F,5/18/17
"High-relief # 3: Shipbuilders. Two welders, men (Mikhail V. Karpeev, b. 1928) and a draughtswoman (Galina M. Vorontsova, b. 1933)",Liisa Roberts, American ,F,5/18/17
"High-relief # 4: Art Workers. An architect (Vladimir V. Popov, b. 1928), a sculptor (Grigoriy D. Yastrebenetskiy, b. 1923), and a painter (Elena M. Kostenko, b. 1926)",Liisa Roberts, American ,F,5/18/17
"High-relief # 5: Foundry Workers. Three foundry workers, two men and a woman (Nina V. Smolina, b. 1929)",Liisa Roberts, American ,F,5/18/17
"High-relief # 6: Metro Builders. Three tunnel diggers, men (Aleksandr V. Scheglov, b. 1929;  Nikolay V. Ivanov, b. 1932)",Liisa Roberts, American ,F,5/18/17
"High-relief # 7: Textile workers. Two weavers, women (Vera D. Grigoryeva, b. 1936) and a reeler, a woman",Liisa Roberts, American ,F,5/18/17
"High-relief # 8: Soviet soldiers. a. Three soldiers (Boris G. Kiryanov, b. 1920;  Aleksandr N. Toptygin, b. 1923; Mikhail P. Zorin, b.1923) and a young girl
 b. Three soldiers, men (Mikhail P. Zorin, b. 1923; Aleksandr N. Toptygin, b. 1923) and a young girl (Marina N. Kopotko, b. 1951)",Liisa Roberts, American ,F,5/18/17
"High-relief # 9: Students. Two elementary school students (Natalya P. Vereschagina, b. 1947; Larisa P. Perlova, b. 1945) a secondary school student (Liliya P. Teterina, b. 1936) and a teacher (Lyutsiya A. Bartashevich, b. 1931)",Liisa Roberts, American ,F,5/18/17
"High-relief #10: Sailors. A sailor (Anatoliy K. Popkov, b. 1930) and two navy divers, men",Liisa Roberts, American ,F,5/18/17
"High-relief #11: Builders. A supervisor (Lev M. Kaplan, b. 1929) and two construction site workers (Tatyana M. Zakharova, b. 1931; Lev N. Smorgon, b. 1929)",Liisa Roberts, American ,F,5/18/17
"High-relief #12: Plant Breeders. Three plant breeders, two women and a man. At the time of the Leningrad Siege all of the plant breeders of the Vavilov Research Institute of Plant Industry starved to death guarding stocks of rice, wheat, corn, beans and potatoes for future generations. The few plant breeders working at the time that the Narvskaya metro station reliefs were sculpted, passed away not long before the time of these photographs taken at the St. Petersburg State Academy of Fine Arts.",Liisa Roberts, American ,F,5/18/17
Untitled,Valérie Belin, French ,F,5/18/17
Untitled,Valérie Belin, French ,F,5/18/17
Michael Jackson #2,Valérie Belin, French ,F,5/18/17
Michael Jackson #3,Valérie Belin, French ,F,5/18/17
Michael Jackson #4,Valérie Belin, French ,F,5/18/17
Michael Jackson #5,Valérie Belin, French ,F,5/18/17
Bob #1,Valérie Belin, French ,F,5/18/17
Borsalino,Valérie Belin, French ,F,5/18/17
C Series Steiner with Double Row of Teeth,Valérie Belin, French ,F,5/18/17
Cornelius,Valérie Belin, French ,F,5/18/17
"La demi-poupée, 1970 (Half Doll, 1970)",Valérie Belin, French ,F,5/18/17
"Le Chapeau de paille, 1625 (The Straw Hat, 1625)",Valérie Belin, French ,F,5/18/17
Manis Gigantea,Valérie Belin, French ,F,5/18/17
Marvel,Valérie Belin, French ,F,5/18/17
Nine Dark Pictures,Valérie Belin, French ,F,5/18/17
Queens Land Blue,Valérie Belin, French ,F,5/18/17
Bobines Rebelles (Rebel Coils),Valérie Belin, French ,F,5/18/17
Will Be a Lot of Strange Things to See if You Live Enough,Valérie Belin, French ,F,5/18/17
Wisteria,Valérie Belin, French ,F,5/18/17
Lightning Fields 138,Hiroshi Sugimoto, Japanese ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
"Masks, Boston",Marie Cosindas, American ,F,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
Untitled,Miguel Rio Branco, Brazilian ,M,5/18/17
"Gummlin, Usedom, Mecklenburg-Vorpommern, Germany",Sibylle Bergemann, German ,F,5/18/17
"Gummlin, Usedom, Mecklenburg-Vorpommern, Germany",Sibylle Bergemann, German ,F,5/18/17
"Gummlin, Usedom, Mecklenburg-Vorpommern, Germany",Sibylle Bergemann, German ,F,5/18/17
"Gummlin, Usedom, Mecklenburg-Vorpommern, Germany",Sibylle Bergemann, German ,F,5/18/17
"Gummlin, Usedom, Mecklenburg-Vorpommern, Germany",Sibylle Bergemann, German ,F,5/18/17
"Gummlin, Usedom, Mecklenburg-Vorpommern, Germany",Sibylle Bergemann, German ,F,5/18/17
"Gummlin, Usedom, Mecklenburg-Vorpommern, Germany",Sibylle Bergemann, German ,F,5/18/17
"Gummlin, Usedom, Mecklenburg-Vorpommern, Germany",Sibylle Bergemann, German ,F,5/18/17
"Lauchhammer Art Foundry, Lauchhammer, Germany",Sibylle Bergemann, German ,F,5/18/17
"The Lustgarten, Berlin Cathedral, Berlin, Germany",Sibylle Bergemann, German ,F,5/18/17
"Berlin, Germany",Sibylle Bergemann, German ,F,5/18/17
"Berlin, Germany",Sibylle Bergemann, German ,F,5/18/17
Ron,Catherine Opie, American ,F,5/18/17
Museum of Chance,Dayanita Singh, Indian ,F,5/18/17
Unforgiving Years - Part 2 of The Incidental Insurgents,"Basel Abbas, Rouanne Abou-Rahm"," Greek, American ",U,5/24/17
"Contrapposto Studies, i through vii",Bruce Nauman, American ,M,5/24/17
Las Dos Fridas (The Two Fridas),"Las Yeguas del Apocalipsis, Pedro Mardones Lemebel, Francisco Casas Silva"," Chilean, Chilean, Chilean ",U,5/24/17
"Straight Line, Landscape",Li Ming, Chinese ,M,5/24/17
Encierro (Confinement),Graciela Carnevale, Argentine ,F,5/24/17
Encierro (Confinement),Graciela Carnevale, Argentine ,F,5/24/17
Encierro (Confinement),Graciela Carnevale, Argentine ,F,5/24/17
Just Back from Los Angeles: A Portrait of Yvonne Rainer,Adam Pendleton, American ,M,5/24/17
Resident Evil,Sondra Perry, American ,F,5/24/17
Historic Jamestowne: Share in the Discovery and Take Several Seats,Sondra Perry, American ,F,5/24/17
Tarefa I (Assigntment I),Letícia Parente, Brazilian ,F,5/24/17
Preparação I (Preparation I),Letícia Parente, Brazilian ,F,5/24/17
In,Letícia Parente, Brazilian ,F,5/24/17
Breathing Machine,Lynn Hershman Leeson, American ,F,5/24/17
Wet and Wavy Looks - Typhon coming on for a Three Monitor Workstation,Sondra Perry, American ,F,5/24/17
Graft and Ash for a Three Monitor Workstation,Sondra Perry, American ,F,5/24/17
netherrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,Sondra Perry, American ,F,5/24/17
GreenScreenRefrigerator,Mark Leckey, British ,M,5/24/17
Luna,Leslie Thornton, American ,F,5/24/17
The Part About the Bandits - Chapter 1,"Basel Abbas, Rouanne Abou-Rahm"," Greek, American ",U,5/24/17
The Part About the Bandits - Chapter 2,"Basel Abbas, Rouanne Abou-Rahm"," Greek, American ",U,5/24/17
Unforgiving Years - Chapter 3,"Basel Abbas, Rouanne Abou-Rahm"," Greek, American ",U,5/24/17
Unforgiving Years - Chapter 4,"Basel Abbas, Rouanne Abou-Rahm"," Greek, American ",U,5/24/17
Encierro (Confinement),Graciela Carnevale, Argentine ,F,5/24/17
Gosprom (for Parkett no. 97),Hito Steyerl, German ,F,5/30/17
Antigone,Zilia Sánchez, Cuban ,F,6/5/17
Last Trumpet,Terry Adkins, American ,M,6/5/17
David Bourdon,Sylvia Sleigh, British ,F,6/5/17
Bitmap Gradient Ray III,Tauba Auerbach, American ,F,6/5/17
Hold your Fire (Men and Machines),Rosalyn Drexler, American ,F,6/5/17
Shared Eye,Sadie Benning, American ,F,6/5/17
Study for Black Pope,Charles White, American ,M,6/7/17
Study for Composition (Lonely Figure) III (Estudo de Composição [Figura só] III),Tarsila do Amaral, Brazilian ,F,6/7/17
"Bizarre Edition (Information Edition) of Equipo Movimiento - Movement of the See, Original Edition",Raúl Marroquin, Colombian ,M,6/7/17
Untitled from the series Aesop (Esopo),Eduardo Berliner, Brazilian ,M,6/7/17
Untitled from the series Aesop (Esopo),Eduardo Berliner, Brazilian ,M,6/7/17
Untitled from the series Aesop (Esopo),Eduardo Berliner, Brazilian ,M,6/7/17
Untitled from the series Aesop (Esopo),Eduardo Berliner, Brazilian ,M,6/7/17
Untitled from the series Aesop (Esopo),Eduardo Berliner, Brazilian ,M,6/7/17
Untitled from the series Aesop (Esopo),Eduardo Berliner, Brazilian ,M,6/7/17
Untitled from the series Aesop (Esopo),Eduardo Berliner, Brazilian ,M,6/7/17
Untitled from the series Aesop (Esopo),Eduardo Berliner, Brazilian ,M,6/7/17
Untitled from the series Aesop (Esopo),Eduardo Berliner, Brazilian ,M,6/7/17
Mother,Sandra Vásquez de la Horra, Chilean ,F,6/7/17
Trinity Trail,Sandra Vásquez de la Horra, Chilean ,F,6/7/17
"Dear Reader, Don't Read",Ulises Carrión, Mexican ,M,6/7/17
27 Windmills (27 Molinos),Leandro Katz, Argentine ,M,6/7/17
Untitled,Rosemary Mayer, American ,F,6/7/17
Untitled,Rosemary Mayer, American ,F,6/7/17
Untitled (Lady of the Mercians),Rosemary Mayer, American ,F,6/7/17
Spell,Rosemary Mayer, American ,F,6/7/17
Some Days in April,Rosemary Mayer, American ,F,6/7/17
Displaced Non-Map Fragment,James Siena, American ,M,6/7/17
Kitchen Clock (Pendule de la cuisine),Leonora Carrington, British ,F,6/7/17
Soil Mechanics,Richard Prince, American ,M,6/7/17
Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback, American ,M,6/7/17
La Conférence à la Sorbonne,Yves Klein, French ,M,6/7/17
Mal Content,William Pope.L, American ,M,6/7/17
Untitled (Seeding),Naotaka Hiro, Japanese ,M,6/7/17
Untitled (Pinnacle),Naotaka Hiro, Japanese ,M,6/7/17
Untitled (Crisscross),Naotaka Hiro, Japanese ,M,6/7/17
Untitled (Aries),Naotaka Hiro, Japanese ,M,6/7/17
How to Work Better,"Peter Fischli, David Weiss"," Swiss, Swiss ",M,6/7/17
Five Women,Alex Katz, American ,M,6/7/17
7-Jan,Alex Katz, American ,M,6/7/17
Forest,Alex Katz, American ,M,6/7/17
Swimming Home,Alex Katz, American ,M,6/7/17
Untitled,Laura Owens, American ,F,6/7/17
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback, American ,M,6/7/17
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback, American ,M,6/7/17
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback, American ,M,6/7/17
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback, American ,M,6/7/17
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback, American ,M,6/7/17
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback, American ,M,6/7/17
